word,pos,meaning_zh,confidence,source,example_szy,example_zh
ni'kingan,,[例] 長輩有田是因開墾得來的。,★★★,ilrdf_xml,ni'kingan nu babalaki ku sakasiumah.,長輩有田是因開墾得來的。
ni'neng,,[例] 坐好！,★★★,ilrdf_xml,sakapahen ku ni'neng!,坐好！
niacawan,,[例] Tubah 的洗澡水是 Sayun 舀掉的。,★★★,ilrdf_xml,niacawan ni Sayun ku lalilucan ni Tubah.,Tubah 的洗澡水是 Sayun 舀掉的。
niaduhan,,[例] Mayaw 打的米還殘留米糠。,★★★,ilrdf_xml,siabih henay kiya niaduhan ni Mayaw a belac.,Mayaw 打的米還殘留米糠。
niakikan,,[例] 烤過的雞肉很香。,★★★,ilrdf_xml,bangsis ku niakikan a tulakuk.,烤過的雞肉很香。
nialawan,,[例] 他曾經佔有我的土地。,★★★,ilrdf_xml,u nialawan niza ku umah nu maku.,他曾經佔有我的土地。
niatalan,,[例] 是我去舀出來甕裡面的酒。,★★★,ilrdf_xml,niatalan nu maku kina epah i tedus.,是我去舀出來甕裡面的酒。
nibaludan,,[例] 我們把綁好的官蓁用木筏運下山。,★★★,ilrdf_xml,twapayen nu mita ku nibaludan a penen.,我們把綁好的官蓁用木筏運下山。
nibesing,,[例] 這小孩太貪食。,★★★,ilrdf_xml,tuna nibesing sa kina wawa.,這小孩太貪食。
niciyanan,,[例] 我妹妹很喜歡吃蕨類。,★★★,ilrdf_xml,halikan ku saba nu maku tu niciyanan a pahku.,我妹妹很喜歡吃蕨類。
niculil,,[例] Benel 的步伐很沉重。,★★★,ilrdf_xml,sabaeket sa ku niculil ni Benel.,Benel 的步伐很沉重。
niculilan,,[例] 這是我們昨天走過的路。,★★★,ilrdf_xml,niculilan tu nu mita kuyni a zazan i nacila.,這是我們昨天走過的路。
nida,,,★☆☆,corpus_highfreq,"""Ay-li-se tasepian tacuwacuwa misatiwatiway i kakalayan"" iti 1865 a mihcaan mapatahkal padih tu binawlan. ina kungku sa sipakay i 1862 a mihcaan 7 a bulad 4 a demiadan, miulicay atu ci Lu-pin-sun Ta-ke-hwa-se (Reverend Robinson Duckworth) atu tatuluay a tatayna iti Tay-u-se a sauwac maladay miidang. tuluway a tatayna sa idaw kya ci Ay-li-se.lite-el hananay: u wama nida sa tulcek sa u sasaydan nu ya Niw-cin tabakiay a cacudadanay atu ya nu Uy-se-mi-se-te a cacudadan (Westminster School), ci Hen-l",
nidaan,,,★☆☆,corpus_highfreq,"250px|thumb|N-li-ke. Fei-m 恩里科·費米 N-li-ke. Fei-mi itida i caysiw sepcay mihcaan siwa a bulat tusiw a mihcaan ni lecuhan i Luo-ma. ci ama nida ci A-e-pey-tuo. Fei-mi u Yi-ta-li nu dadan nu silamalay a mikuwanay, uyna ci Yi-ta. De-cei-ti-se u saydan nu mulaay. sakatulu nu wawaan, u kakana ci Ma-li-ya mikikaka tu tusaay a mihcaan, kakama ci Cu-li-aw mikikaka ci nidaan tu cacay a mihcaan. lecuh sa ku nu heni a tatusa malekaka pataydan tu i pahabayay ci nidaan. tusaay nu pangkiwan taluma ci N-li-ke. ",
nidateng,,,★☆☆,corpus_highfreq,"""nidimutan a budawa ni So-lo-menay a hung-ti"" uni Ha-ke-teay a sapatademaway a nisulitan a kungku,mahka patahkal sa kalalawan tu nu hekalay sakasenengan sa, mapaciliw ku nidateng nu katuuday kakilkilul sa tu a mikilim tu budawan, ci Ha-ke-te sa mala u nu paylumaluma’an sikatinengan a misulitay tu kungku a tademaw, ya ci Lin-su hananay sa kasenun saan a mubelih tuya 20 kayadah nisulitan ni Ha-ke-te a kungku nu cudad.",
nidatengan,,,★☆☆,corpus_highfreq,""" nu tuse nu aadupan"" iti 2016 a mihcaan 2 a bulad 13 a demiad i Pilise a kanatal ya Pulusay-el i pilisinan tu kacudu a demiad palekal tu nikasayawan a pazizaw, kalecadan nu mihcaan i 3 a bulad 4 a demiadan iti kaamisan nu Amilika a buluku u 2D, 3D, RealD, IMAX 3D a kasaditan papizizaw tu mimelaway. nipazizawan nu kacudu sa, i nu dikudan kapah amin a piliclic nu mikinaulay, katuud ku miliclicay nu mitesekay a tademaw patatudu tu lima sikasenengan ku datuk nu masakaputay, u ulic nu kungku, atu pi",
nihal,,[例] 天亮了。,★★★,ilrdf_xml,nihal tu ku demiad.,天亮了。
nihizaan,,[例] Panay 照那樣說的。,★★★,ilrdf_xml,nu nihizaan ku kamu ni Panay.,Panay 照那樣說的。
nihnih,,[例] 那位女生死皮賴臉地住在男生家裡。,★★★,ilrdf_xml,nihnih sa kiya tatayna i luma' niya tatama.,那位女生死皮賴臉地住在男生家裡。
nika,,[例] 他很好，可是喜歡造謠。,★★★,ilrdf_xml,kapah ciniza nika malaway.,他很好，可是喜歡造謠。
nikabalaki,,[例] 這個小孩的成長過程很健康。,★★★,ilrdf_xml,kapah ku nikabalaki niya wawa.,這個小孩的成長過程很健康。
nikabi',,[例] 睡覺要掛蚊帳免得被蚊子叮了。,★★★,ilrdf_xml,pabaybay tu nikabi' kalataw nu likes.,睡覺要掛蚊帳免得被蚊子叮了。
nikacucukan,,[例] Kacaw被刺到的傷口（發炎長膿）產生劇烈的刺痛。,★★★,ilrdf_xml,taluktuken ci Kacaw tu nikacucukan a duka niza.,Kacaw被刺到的傷口（發炎長膿）產生劇烈的刺痛。
nikahida,,,★☆☆,corpus_highfreq,"1995 a mihca enemay a bulad, u Cung-huw-min-kul(中華民國) u mababaliay a pu-cang mikelid tu masakaputay tayda i Rye-se (瑞士) milabu tu Mun-tay-na-lun-tan(蒙太納論壇), nikahida masuadih tu Ay-sa-ni-ya(愛沙尼亞) a cung-tung ci Mei-Li(梅里), sikahini kina mahtusaay u malaliyun tu tuud hina papaliw. waluay a bulad, Ay-sa-ni-ya(愛沙尼亞) sayaway a cung-tung ci La-Er u mitayliay tu kanatal a mipalitay a kiing(議員) tayni i Taywan mididaw.[https://zh.wikipedia.org/wiki/%E4%B8%AD%E8%8F%AF%E6%B0%91%E5%9C%8B%E8%88%87%E6%84%9B%",
nikaidaw,,,★☆☆,corpus_highfreq,"1966 a mihcaan 9 a bulad 30 a bataan muliyas tu United kimgdom (英國), kunida sa pasumad tu ngangan nu kanatal mala u Botswana tu, nikalingatuan palaheci tu sakalacenceay, mabilil pasapal ya sakay siyakay a cedang atu kasalubic nu tuudtuud sakalecad niya (sangaleben tu ya budawan, kacalapan tu tahkalay nu nitanan a nipacakay makaala tu waluay kayadah), nikaidaw nu sakakapah nu sikalisiw, sakaidaw nu Botwana tu i Africa kayadahay nu patadas tu aalaan tu sakay nu budawan. caay ka uyni adada, misabil",
nikakapah,,[例] 我好羨慕他過優渥的生活。,★★★,ilrdf_xml,mainal kaku tu nikakapah nu kauzip niza.,我好羨慕他過優渥的生活。
nikal,,[例] 煮早點的人破曉十分就起床了。,★★★,ilrdf_xml,nikal tu kanihalan ku misakalanamay.,煮早點的人破曉十分就起床了。
nikalalais,,,★☆☆,corpus_highfreq,"1920 a mihcaan sumad hantu u “tamali”, nadikudan sa i 1937 a mihcaan sumaden aca “taymali-cung”, pabalucu aca malu pusung a tusu pusu a kenis ku mikuwanay. sakatusa nu nikalalais tu nadikudan hawsa pasumad hantu tu pusung taymali a kenisan hanikatukuh ayda.",
nikalepacawan,,,★☆☆,corpus_highfreq,"1792年，西班牙和法國人圍攻直布羅陀要塞時，就曾在木製風帆戰船上安裝裝甲，以抵禦岸炮的炮火，但是由於動力的問題，使建造裝甲艦的思想在當時難以實現，只有在蒸汽機得到應用後，才使它能夠從夢想變為現實。 縮圖|kasitabukuan nu nikalepacawan a balunga caysiw a secian itini i nikalalekalan nu hitay a balungaan idaw ku picidekan a lahecian, itini i sakay tatiyunan, udip nu balungaan, sakay lacuna mahedek tu namaka sumamad nu sakalepacaw a balungaan pasayda i aydaay a hitay nu balungaan a nikasasumadsumad. Caywalcaylu mihcaah, idaw ku nipisanga tu sayaway nu silahuday kikiayan nanay nu hitay a balungaan, ",
nikalineng,,[例] 旋轉的很厲害。,★★★,ilrdf_xml,pihaceng ku nikalineng.,旋轉的很厲害。
nikalitangan,,[例] 這是我拔的花生。,★★★,ilrdf_xml,nikalitangan nu maku kuyni.,這是我拔的花生。
nikalukan,,[例] 要管理好農作物。,★★★,ilrdf_xml,sakapahen ku nikalukan.,要管理好農作物。
nikan,,[例] 地瓜吃多會放屁。,★★★,ilrdf_xml,yadah ku nikan tu tubah sa muesus.,地瓜吃多會放屁。
nikanan,,[例] 去付你所吃的！,★★★,ilrdf_xml,paacaen ku nikanan isu!,去付你所吃的！
nikangeluan,,[例] 能有這麼寬敞的田地是辛苦得來的。,★★★,ilrdf_xml,sakaahebal nu umah u nikangeluan.,能有這麼寬敞的田地是辛苦得來的。
nikapulungan,,,★☆☆,corpus_highfreq,"1944 a mihcaan, u pin-taw yadahen Danmark madebung henay sa, pabinawlan mapaputun tu nikapulungan a masakiketay a nikalcabay patideng tu damsayaya a kapulungan a kanatal. 1948 a mihcaan, fwa-lo-a subel pakaala tu adidiay a picih nu sakay hulic.",
nikasa,,,★☆☆,corpus_highfreq,"1985 a mihcaan, u lu-sen-paw i o-co idaw kya lice nu likisi nikasasulid tu sakay nu tademawan pakunida sa a paydang, sakay mahiniay u kahenulan tu mamaala, yuni kuhan tu ‘’ a misasumat tu a idangan nu niyadu’ay tu nikasasulidan’’ ‘’Schengen Agreement’’. u kanatal tu a tu kanatal ku masasubuhat tu ku matatepalay a nikasa sulitan mamin, ancaay kaw nikasasulidan a kanatal anu cacay aca maala tu nu dumaan a kanatal a nikasasulitan’visa’, hansa tanen mahamin ku sakay i tini misumat tu a idangan pakun",
nikasakuwakuwan,,,★☆☆,corpus_highfreq,,
nikaseneng,,[例] 我羨慕妳所以我讚美你。,★★★,ilrdf_xml,u nikaseneng aku tisuwan kyu musakamu kaku.,我羨慕妳所以我讚美你。
nikasizikuc,,[例] 那個小姐的穿著很整潔。,★★★,ilrdf_xml,madimel ku nikasizikuc niza kaying.,那個小姐的穿著很整潔。
nikasumad,,[例] 他的轉變很好。,★★★,ilrdf_xml,kapah ku nikasumad niza.,他的轉變很好。
nikatayni,,[例] 我來這裡是要通知你們。,★★★,ilrdf_xml,palatuhay ku nikatayni nu maku.,我來這裡是要通知你們。
nikatineng,,[例] 不要炫耀很會喝酒。,★★★,ilrdf_xml,amana sipasenengen ku nikatineng miuwak tu epah.,不要炫耀很會喝酒。
nikaudip,,,★☆☆,corpus_highfreq,"1613 a mihcaan , sa-si-pi-ya mahedek t uku kawaw nida taluma i hun-he-ban-se-te-la-hu, tulu a mihcaan mapatay tu cinida. wida ci sa-si-pi-ya nikaudip nida idaw kuni palicid tu kamu inayay sa. wida u kakaydihan nida sa u pilihay,atu nisulitan nida tu canan nika pabaliw ku maudipay nidaay hakiya ani sulitan sa u kakilimen ayda.",
nikaudipan,,,★☆☆,corpus_highfreq,"""padungusay"" idaw Kya kamu, nikaudipan sadikuday paketunay, ahican ku kawaw, nika utaw namin ku sikawaway,",
nikauzip,,[例] 我的人生很坎坷。,★★★,ilrdf_xml,mangeluay ku nikauzip nu maku.,我的人生很坎坷。
nikawawada',,[例] 我所分享到的有三公斤。,★★★,ilrdf_xml,nikawawada' nu maku sa tulu a daduy.,我所分享到的有三公斤。
nikayadah,,,★☆☆,corpus_highfreq,"Azerbaijan kakitidaan sa sakayadahay nu kakitidaan sa, cacay amihcaan a nikaudadan sa pulung han a misausi sa 200 a lasubu adada kalaidaw, nika i u masaadidingay a kenis sa, tinaku ya Kawciya-su a buyubuyuan, masatalakaway nu sikay bayu’ a nisausianay a kenis sa, atu nu walianay kalatimulan a enal kalasiyadah nu nikaudadan, cacay nu mihcaan sa kalaidaw nu nikaudad 1000 a hawmi a masausi. kasalamitan sa nu Azerbaijan a kakitidaan sa, iti sadingsingan atu i balangbangan tusa a puu’ ku nikayadah a ",
nikuda,,,★☆☆,corpus_highfreq,"Ahun-muzen “Asa-mu-yi” আহোম”, Tay-yi “อาหม”, Ing-yi “Ahom people” saan “ “Ahun-zen”, “Ahaw-mu-zen”, u Taykuo binacadan itini i Ingtu’ nika kenihan nu tademaw. tuas nu Ahun u caylu a seci nikuda namaka Cuon-kuo Yun-nan Dhun maka nutipanay mabulaw a Day-cu, namikuwan tu Asa-mu-pan enem a secian.",
nikudan,,,★☆☆,corpus_highfreq,"&quot;Machbūs&quot; u tabakiay a tipus, u titi' (basis) atu lami’ malamelay a kakanen, u Ka-ta (卡達) a kanatal nu lami'an, nikudan nakan pananuman aca tu Kala-ke' (卡拉克, Karak) a ucya (茶), nilaculan a sanglacay (乳白、蛋白) atu tou-kou (豆蔻) masasuala.",
nikulitan,,,★☆☆,corpus_highfreq,"( Kuty-liya atu ci Li-el-wan ), Yehan-ciel- pute nikulitan ( 1873 )",
nilacul,,[例] 它裝的不多。,★★★,ilrdf_xml,u nilacul niza caay kaiyadah.,它裝的不多。
nilaculan,,,★☆☆,corpus_highfreq,"&quot;Machbūs&quot; u tabakiay a tipus, u titi' (basis) atu lami’ malamelay a kakanen, u Ka-ta (卡達) a kanatal nu lami'an, nikudan nakan pananuman aca tu Kala-ke' (卡拉克, Karak) a ucya (茶), nilaculan a sanglacay (乳白、蛋白) atu tou-kou (豆蔻) masasuala.",
nilangecan,,[例] 這是昨天割的稻子。,★★★,ilrdf_xml,nilangecan nacila kina tipus.,這是昨天割的稻子。
nilecuhan,,[例] Kawpil生的是男孩。,★★★,ilrdf_xml,u tatama ku nilecuhan ni Kawpil.,Kawpil生的是男孩。
nilikaban,,[例] Kusiw被別人取笑到生病了。,★★★,ilrdf_xml,maimelang ci Kusiw tu nilikaban nu tau.,Kusiw被別人取笑到生病了。
nima,,[例] 請問這是誰的車子？,★★★,ilrdf_xml,nima kuyni a kazizeng hani?,請問這是誰的車子？
nimaay,,[例] 那頭牛是誰的？,★★★,ilrdf_xml,nimaay kuyza a katalalan?,那頭牛是誰的？
nimuku,,[例] 我扛很多木材結果閃到腰。,★★★,ilrdf_xml,yadah ku nimuku aku tu kasuy malitatelecan.,我扛很多木材結果閃到腰。
nina,,,★☆☆,corpus_highfreq,"( Make-pay ) nu ( inggu a kamu : Macbeth ) u masaapuyuan kalabades niSase-piya iti nugikian, u sakanamuhan nu mimelaway a piigiannu kasacacayan. sanisani sa kaladihingan ku pigiki ilabu malabades aca, u sakatawidan ku nikasaditan i piigikian, lalekalan nina giki a kitidaan sa i Su-kelan, sipakay nu gikiay a nipadadan, miawas tu balucu'ay matatebing atu sakay nu cen-ceay madademec, mitapal tu pilungucan tu sikaidaw nu tatungusan miales tu masametekay kacikiyan sadikuday a sakatademaw.",
nina',,[例] 他已經習慣那個工作了。,★★★,ilrdf_xml,u nina' tu niza tina kawaw.,他已經習慣那個工作了。
ninac,,[例] 狗喝水用舔的。,★★★,ilrdf_xml,ninac han nu wacu ku pinanum.,狗喝水用舔的。
ninel,,[例] 我們最害怕地震了。,★★★,ilrdf_xml,katalawan nu mita ku ninel.,我們最害怕地震了。
ninunuhan,,[例] 他們身上所穿的衣著是救濟品。,★★★,ilrdf_xml,u nisazikucan niza sa u ninunuhan.,他們身上所穿的衣著是救濟品。
ninzin,,[例] 兔子很喜歡吃紅蘿蔔。,★★★,ilrdf_xml,manamuh mukan ku pawalil tu ninzin.,兔子很喜歡吃紅蘿蔔。
nipaanip,,[例] Muli 所插秧的全都是在來米。,★★★,ilrdf_xml,u nipaanip ni Muli sa u tipus amin.,Muli 所插秧的全都是在來米。
nipaanipan,,[例] Taymu 插的秧苗被水淹沒。,★★★,ilrdf_xml,nipaanipan ni Taymu sa maledeb nu nanum.,Taymu 插的秧苗被水淹沒。
nipabelian,,[例] 我家有農會送的樹苗和菜苗。,★★★,ilrdf_xml,izau ku nipabelian nu Nukay a sapal nu kilang atu lami' i luma' nu maku.,我家有農會送的樹苗和菜苗。
nipacikahan,,[例] 骨頭被醃漬過所以很好吃。,★★★,ilrdf_xml,nipacikahan a ukak asu' kanen.,骨頭被醃漬過所以很好吃。
nipaculil,,[例] 開車要勇往直前！,★★★,ilrdf_xml,sapabesucen ku nipaculil tu kazizeng!,開車要勇往直前！
nipahabayan,,,★☆☆,corpus_highfreq,"Aw-co nu timul pangkiw hekal a kyezay u samacakatay a kanatal, nu kitakit sacakatay a keyzay nu kanatal, 2023 a m ihcaan, Aw-cow a nipalumaan nipahabayan pulung nu aca pakala tu 1.7 emang ok’k ku kalisiw, palalecad tu nu tademaw a nipaluman nipahabayan u aca apakala tu 6,5 emang ku kalisiw. u Aw-cow sa i kitakit nu cacay a bataan u tabakiay a nikalukan nisanga’an a tuud patayza i nu tawan a kanatal, atu enem ku tabakiay a nisanga’an a apuk a ba’tu patahal i zumaan a kanatal.",
nipahalhal,,[例] Putal準備很多要獻祭的祭品。,★★★,ilrdf_xml,yadah ku nipahalhal ni Putal tu patungus tu di'tu.,Putal準備很多要獻祭的祭品。
nipaliluc,,[例] 幫嬰孩洗澡時要小心。,★★★,ilrdf_xml,haymawen ku nipaliluc tu lutungay.,幫嬰孩洗澡時要小心。
nipaliwan,,[例] 你去換工！,★★★,ilrdf_xml,pihezeki kisu tu nipaliwan!,你去換工！
nipaluma,,,★☆☆,corpus_highfreq,* Hulam talakaway a nipaluma nalunasulitan a sulu pulungamin a sulu《中國高等植物資料庫全庫》. Hulam kagak a yuan adidiay a mauzipay migankiway a suo中國科學院微生物研究所. [2009-02-24]. * Yuan-cu-min-cu wei-yuan-huy sapayu' a nipaluma nu Yuan-cu-min 行政院原住民族委員會-原住民族藥用植物2009-p28 * 花序數位典藏國家型科技計畫/應用服務分項計畫 * 中文維基-大薊: https://zh.wikipedia.org/wiki/%E5%A4%A7%E8%96%8A,
nipalumaan,,[例] 我媽媽種的花成圓圈。,★★★,ilrdf_xml,masaliyuk ku nipalumaan ni ina nu maku tu balu.,我媽媽種的花成圓圈。
nipangangan,,,★☆☆,corpus_highfreq,"""Mian"" nau Burma a binacadan a tademaw i cudaday a nakamuan nipangiha', sikay nu Hulamay a pangiha' a mibelin sa idaw ku ""baat"" hananay a imin, ya ""tian"" hananay sa i kasumamadan sa nipatudu'an u i nakaay a kakitidaan sa, sisa u ""Burma"" a imin sa u ""sabaatay i nakaay sananay"". i Burma a kamu sa, ina Burma nipangangan sa ya ""Mian-ma"" han.",
nipasepi,,[例] 我的病之所以會治好是上天的庇佑。,★★★,ilrdf_xml,u sakangaay nu imelang aku sa u nipasepi nu pabaway a Di'tu.,我的病之所以會治好是上天的庇佑。
nipasubana'an,,[例] 長輩的教導讓你更有智慧。,★★★,ilrdf_xml,u sakatineng nu misu nipasubana'an nu babalaki.,長輩的教導讓你更有智慧。
nipatideng,,,★☆☆,corpus_highfreq,"&quot;tapukuwanay a tapuku&quot; (kamu nu Dipun: 天空の城ラピュタ) u nu Dipunay Ci-pu-li hananay a sakakawanay a kakitidaan, na i 1986 a mihcaan 8 a bulad 2 a demiadan a nipicuduhan, katanayaan nu manggaay a kacudu, u mamusulitay tuynian a sagasuan, mamukiliday, atu kungku nu sakay niletekan a mipili tu mamidimataay a tademaw sa ci Kung-ci-cing ku simuku. uyni a nikasaditan sa masa u nu 1985 a mihcaan a nipatideng ya cipuli hananay a sakakawawan, sayaway a pabinawlan nu sapaigaan itini a sapamelaw.",
nipatidengan,,,★☆☆,corpus_highfreq,"17 seci nudikudan tu sa nikahaminan a kakitidaan nu Mongolia, sipikuwan tu nu Cing-caw ku tatungusan, 1911 a mihcaan sa kalawpesan nu Cing-caw ya sakaihekal a Mongolia kunida saan a malakanatal, nipangangan sa u Po-ke-to-han a kanatal. nika caay ka silayap nu dumaay a kanatl a mapawacay, katukuh i 1921 a mihcaan sa nu binawlan a nibabelinan sikalaliwlaw kyu sipasiked nu Soviet Union a maysakaku, 1924 mihcaan nipatidengan nu siyakayay nidateng, sanu Mongoliaay a kanatal sikalawilaw tu nu Soviet U",
nipatizeng,,[例] 為什麼要這樣立柱子？,★★★,ilrdf_xml,kiya hizaen ku nipatizeng tu tektek?,為什麼要這樣立柱子？
nipatizengan,,[例] 這是我建立起來的房子。,★★★,ilrdf_xml,u nipatizengan nu maku a luma' kuyni.,這是我建立起來的房子。
nipatududan,,[例] 用豬肉供奉那看不見的（神）。,★★★,ilrdf_xml,u basis ku nipatududan tu nayay maazih.,用豬肉供奉那看不見的（神）。
nipawalian,,[例] 我所曬的衣服被雨淋到了。,★★★,ilrdf_xml,mapaudad ku nipawalian nu maku a zikuc i putah.,我所曬的衣服被雨淋到了。
nipawaliyan,,[例] 我晾的衣服有幾件已經乾了。,★★★,ilrdf_xml,simaacakay tu ku nipawaliyan a zikuc nu maku.,我晾的衣服有幾件已經乾了。
nipawsaan,,[例] 我的午餐是Panay給我吃的。,★★★,ilrdf_xml,nipawsaan ni Panay kaku tu sakalahuk.,我的午餐是Panay給我吃的。
nipazeng,,[例] Tuy的倉庫放置什麼東西？,★★★,ilrdf_xml,u canan ku nipazeng ni Tuy i sulu?,Tuy的倉庫放置什麼東西？
nipazengan,,[例] 不要隨便動別人放的東西。,★★★,ilrdf_xml,amana paceba mitiyung tu nipazengan nu tau a canacanan.,不要隨便動別人放的東西。
